,NDC Code,Name,count
639,10702018610.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
640,10702018650.0,          ,1
641,10702018650.0,OXYCODONE-,1
642,10702018650.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
643,10702018701.0,OXYCODONE ,213
644,10702018701.0,OXYCODONE-,294
645,10702018701.0,OXYCODONE/,6
646,10702018701.0,Oxycodone ,94
647,10702018701.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
648,10702018710.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
649,10702018750.0,OXYCODONE ,218
650,10702018750.0,OXYCODONE-,395
651,10702018750.0,Oxycodone ,131
652,10702018750.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
653,10702023850.0,OXYCODONE AND ACETAMINOPHEN|oxycodone and acetaminophen,1
654,10702080101.0,OXYCODONE ,288
655,10702080101.0,Oxycodone ,174
656,10702080301.0,OXYCODONE ,275
657,10702080301.0,Oxycodone ,152
658,10702080501.0,OXYCODONE ,242
659,10702080501.0,Oxycodone ,107
660,13107004301.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
661,13107004305.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
662,13107004330.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
663,13107004399.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
664,13107004401.0,** FROM CL,2
665,13107004401.0,OXYCOD/APA,8
666,13107004401.0,OXYCODONE ,1258
667,13107004401.0,OXYCODONE-,1584
668,13107004401.0,OXYCODONE/,31
669,13107004401.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
670,13107004405.0,** FROM CL,2
671,13107004405.0,OXYCOD/APA,7
672,13107004405.0,OXYCODONE ,939
673,13107004405.0,OXYCODONE-,1145
674,13107004405.0,OXYCODONE/,10
675,13107004405.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
676,13107004430.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
677,13107004499.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
678,13107004501.0,OXYCOD/APA,6
679,13107004501.0,OXYCODON-A,363
680,13107004501.0,OXYCODONE ,1156
681,13107004501.0,OXYCODONE-,1006
682,13107004501.0,OXYCODONE/,26
683,13107004501.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
684,13107004505.0,OXYCODON-A,92
685,13107004505.0,OXYCODONE ,77
686,13107004505.0,OXYCODONE-,364
687,13107004505.0,Oxycodone ,232
688,13107004505.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
689,13107004530.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
690,13107004599.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
691,13107004601.0,** FROM CL,2
692,13107004601.0,OXYCOD/APA,6
693,13107004601.0,OXYCODONE ,1191
694,13107004601.0,OXYCODONE-,1476
695,13107004601.0,OXYCODONE/,28
696,13107004601.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
697,13107004605.0,OXYCODONE ,737
698,13107004605.0,OXYCODONE-,892
699,13107004605.0,OXYCODONE/,8
700,13107004605.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
701,13107004630.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
702,13107004699.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
703,13107005501.0,** FROM CL,1
704,13107005501.0,OXYCODONE ,2635
705,13107005501.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
706,13107005530.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
707,13107005599.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
708,13107005601.0,          ,2
709,13107005601.0,OXYCODONE ,1282
710,13107005601.0,Oxycodone ,658
711,13107005601.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
712,13107005630.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
713,13107005699.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
714,13107005701.0,** FROM CL,1
715,13107005701.0,OXYCODONE ,1361
716,13107005701.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
717,13107005730.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
718,13107005799.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
719,13107026158.0,Oxycodone Hydrochloride Oral Solution|Oxycodone Hydrochloride Oral Solution,1
720,13107026257.0,Oxycodone Hydrochloride Oral Solution|Oxycodone Hydrochloride Oral Solution,1
721,17856002301.0,Oxycodone Hydrochloride (U)|nan,1
722,17856002302.0,Oxycodone Hydrochloride (U)|nan,1
723,17856002303.0,Oxycodone Hydrochloride (U)|nan,1
724,17856002304.0,Oxycodone Hydrochloride (U)|nan,1
725,17856002305.0,Oxycodone Hydrochloride (U)|nan,1
726,17856002306.0,Oxycodone Hydrochloride (U)|nan,1
727,17856039002.0,oxycodone hydrochloride|oxycodone hydrochloride,1
728,17856082601.0,OXYCODONE HYDROCHLORIDE|OXYCODONE HYDROCHLORIDE,1
729,17856082602.0,OXYCODONE HYDROCHLORIDE|OXYCODONE HYDROCHLORIDE,1
730,17856082603.0,OXYCODONE HYDROCHLORIDE|OXYCODONE HYDROCHLORIDE,1
731,17856082604.0,OXYCODONE HYDROCHLORIDE|OXYCODONE HYDROCHLORIDE,1
732,17856082605.0,OXYCODONE HYDROCHLORIDE|OXYCODONE HYDROCHLORIDE,1
733,17856082606.0,OXYCODONE HYDROCHLORIDE|OXYCODONE HYDROCHLORIDE,1
734,23635058010.0,ROXICODONE,1
735,23635058110.0,ROXICODONE,224
736,23635058110.0,Roxicodone,162
737,23635058110.0,Roxicodone|oxycodone hydrochloride,1
738,23635058210.0,NOT AVAILA,6
739,23635058210.0,ROXICODONE,533
740,23635058210.0,Roxicodone|oxycodone hydrochloride,1
741,23635099101.0,MAGNACET  ,1
742,23635099101.0,MAGNACET 2,1
743,23635099101.0,"MAGNACET, ",2
744,23635099101.0,"Magnacet, ",4
745,23635099201.0,MAGNACET  ,5
746,23635099201.0,MAGNACET 5,9
747,23635099201.0,"MAGNACET, ",2
748,23635099201.0,"Magnacet, ",12
749,23635099301.0,MAGNACET  ,27
750,23635099301.0,MAGNACET 7,10
751,23635099301.0,"MAGNACET, ",3
752,23635099301.0,"Magnacet, ",21
753,23635099401.0,MAGNACET  ,40
754,23635099401.0,MAGNACET 1,19
755,23635099401.0,"MAGNACET, ",11
756,23635099401.0,"Magnacet, ",50
757,24510011010.0,XTAMPZA ER,1191
758,24510011010.0,XTAMPZA|OXYCODONE,1
759,24510011010.0,Xtampza ER,416
760,24510011020.0,XTAMPZA|OXYCODONE,1
761,24510011510.0,XTAMPZA ER,1138
762,24510011510.0,XTAMPZA|OXYCODONE,1
763,24510011510.0,Xtampza ER,400
764,24510011520.0,XTAMPZA|OXYCODONE,1
765,24510012010.0,XTAMPZA ER,1144
766,24510012010.0,XTAMPZA|OXYCODONE,1
767,24510012010.0,Xtampza ER,429
768,24510012020.0,XTAMPZA|OXYCODONE,1
769,24510013010.0,XTAMPZA ER,1037
770,24510013010.0,XTAMPZA|OXYCODONE,1
771,24510013010.0,Xtampza ER,389
772,24510013020.0,XTAMPZA|OXYCODONE,1
773,24510014010.0,XTAMPZA ER,899
774,24510014010.0,XTAMPZA|OXYCODONE,1
775,24510014010.0,Xtampza ER,333
776,24510014020.0,XTAMPZA|OXYCODONE,1
777,29033040535.0,OXYCODONE ,51
778,29033040535.0,OXYCODONE-,26
779,29033040535.0,Oxycodone Hydrochloride and Acetaminophen|Oxycodone Hydrochloride and Acetaminophen,1
780,31722010901.0,OXYCODONE ,124
781,31722010901.0,Oxycodone ,23
782,31722011001.0,OXYCODONE ,113
783,31722011001.0,Oxycodone ,21
784,31722011101.0,OXYCODONE ,93
785,31722011101.0,Oxycodone ,20
786,31722019101.0,OXYCODON-A,26
787,31722019101.0,OXYCODONE ,5
788,31722019101.0,OXYCODONE-,57
789,31722019101.0,OXYCODONE/,2
790,31722019101.0,Oxycodone ,80
791,31722019101.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
792,31722019105.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
793,31722019201.0,OXYCODONE ,31
794,31722019201.0,OXYCODONE-,306
795,31722019201.0,OXYCODONE/,5
796,31722019201.0,Oxycodone ,271
797,31722019201.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
798,31722019205.0,OXYCODONE ,70
799,31722019205.0,OXYCODONE-,537
800,31722019205.0,OXYCODONE/,5
801,31722019205.0,Oxycodone ,408
802,31722019205.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
803,31722019301.0,OXYCODON-A,167
804,31722019301.0,OXYCODONE ,63
805,31722019301.0,OXYCODONE-,359
806,31722019301.0,OXYCODONE/,6
807,31722019301.0,Oxycodone ,407
808,31722019301.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
809,31722019305.0,OXYCODON-A,55
810,31722019305.0,OXYCODONE ,28
811,31722019305.0,OXYCODONE-,205
812,31722019305.0,Oxycodone ,195
813,31722019305.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
814,31722019401.0,OXYCODONE ,99
815,31722019401.0,OXYCODONE-,602
816,31722019401.0,OXYCODONE/,7
817,31722019401.0,Oxycodone ,433
818,31722019401.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
819,31722019405.0,OXYCODONE ,42
820,31722019405.0,OXYCODONE-,298
821,31722019405.0,Oxycodone ,245
822,31722019405.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
823,31722091701.0,OXYCODONE ,1019
824,31722091701.0,Oxycodone ,381
825,31722091701.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
826,31722091705.0,OXYCODONE ,951
827,31722091705.0,Oxycodone ,352
828,31722091705.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
829,31722091801.0,OXYCODONE ,924
830,31722091801.0,Oxycodone ,331
831,31722091801.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
832,31722091805.0,OXYCODONE ,658
833,31722091805.0,Oxycodone ,228
834,31722091805.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
835,31722094801.0,OXYCODON-A,18
836,31722094801.0,OXYCODONE AND ACETAMINOPHEN|Oxycodone and Acetaminophen,1
837,31722094801.0,OXYCODONE-,257
838,31722094801.0,OXYCODONE/,186
839,31722094801.0,Oxycodone/,82
840,31722094805.0,OXYCODONE AND ACETAMINOPHEN|Oxycodone and Acetaminophen,1
841,31722094901.0,OXYCODONE AND ACETAMINOPHEN|Oxycodone and Acetaminophen,1
842,31722094901.0,OXYCODONE-,745
843,31722094901.0,OXYCODONE/,334
844,31722094901.0,Oxycodone/,237
845,31722094905.0,OXYCODONE ,250
846,31722094905.0,OXYCODONE AND ACETAMINOPHEN|Oxycodone and Acetaminophen,1
847,31722094905.0,OXYCODONE-,596
848,31722094905.0,OXYCODONE/,8
849,31722094905.0,Oxycodone ,165
850,31722095001.0,OXYCODON-A,34
851,31722095001.0,OXYCODONE ,221
852,31722095001.0,OXYCODONE AND ACETAMINOPHEN|Oxycodone and Acetaminophen,1
853,31722095001.0,OXYCODONE-,463
854,31722095001.0,OXYCODONE/,9
855,31722095001.0,Oxycodone ,156
856,31722095005.0,OXYCODON-A,39
857,31722095005.0,OXYCODONE AND ACETAMINOPHEN|Oxycodone and Acetaminophen,1
858,31722095005.0,OXYCODONE-,399
859,31722095005.0,OXYCODONE/,179
860,31722095005.0,Oxycodone/,151
861,31722095101.0,OXYCODONE ,238
862,31722095101.0,OXYCODONE AND ACETAMINOPHEN|Oxycodone and Acetaminophen,1
863,31722095101.0,OXYCODONE-,545
864,31722095101.0,OXYCODONE/,12
865,31722095101.0,Oxycodone ,162
866,31722095105.0,OXYCODONE AND ACETAMINOPHEN|Oxycodone and Acetaminophen,1
867,31722095105.0,OXYCODONE-,583
868,31722095105.0,OXYCODONE/,229
869,31722095105.0,Oxycodone/,194
870,35356080130.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
871,35356080160.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
872,35356080190.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
873,35356083930.0,Oxycodone Hydchloride|Oxycodone Hydchloride,1
874,35356083960.0,Oxycodone Hydchloride|Oxycodone Hydchloride,1
875,35356083990.0,Oxycodone Hydchloride|Oxycodone Hydchloride,1
876,38779072503.0,OXYCODONE ,73
877,38779072504.0,OXYCODONE ,49
878,38779072505.0,OXYCODONE ,44
879,38779072508.0,OXYCODONE ,3
880,40032095001.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
881,40032095003.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
882,40032095050.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
883,42806000501.0,OXYCODONE ,1237
884,42806000501.0,Oxycodone ,720
885,42806000501.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
886,42806000601.0,OXYCODONE ,524
887,42806000601.0,Oxycodone ,382
888,42806000601.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
889,42806000701.0,OXYCODONE ,991
890,42806000701.0,Oxycodone ,658
891,42806000701.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
892,42806000801.0,OXYCODONE ,824
893,42806000801.0,Oxycodone ,599
894,42806000801.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
895,42806000901.0,OXYCODONE ,226
896,42806000901.0,Oxycodone ,166
897,42806000901.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
898,42806006101.0,Oxycodone and Aspirin|Oxycodone and Aspirin,1
899,42806011401.0,OXYCODONE-,13
900,42806011401.0,Oxycod/APA,27
901,42806011401.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
902,42806011501.0,OXYCODONE-,1
903,42806011501.0,Oxycod APA,3
904,42806011501.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
905,42806011601.0,OXYCOD/APA,8
906,42806011601.0,OXYCODONE-,31
907,42806011601.0,Oxycod/APA,36
908,42806011601.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
909,42858000101.0,OXYCODONE ,2233
910,42858000101.0,Oxycodone ,944
911,42858000101.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
912,42858000101.0,UNKNOWN   ,1
913,42858000110.0,OXYCODONE ,1009
914,42858000110.0,Oxycodone ,253
915,42858000110.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
916,42858000201.0,OXYCODONE ,2168
917,42858000201.0,Oxycodone ,896
918,42858000201.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
919,42858000210.0,OXYCODONE ,725
920,42858000210.0,Oxycodone ,179
921,42858000210.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
922,42858000301.0,OXYCODONE ,1989
923,42858000301.0,Oxycodone ,847
924,42858000301.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
925,42858000301.0,UNKNOWN   ,1
926,42858000401.0,OXYCODONE ,1893
927,42858000401.0,Oxycodone ,828
928,42858000401.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
929,42858000501.0,OXYCODONE ,1713
930,42858000501.0,Oxycodone ,751
931,42858000501.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
932,42858000501.0,UNKNOWN   ,1
933,42858010201.0,OXYCOD/APA,3
934,42858010201.0,OXYCODONE ,477
935,42858010201.0,OXYCODONE-,1666
936,42858010201.0,OXYCODONE/,36
937,42858010201.0,Oxycodone ,917
938,42858010201.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
939,42858010201.0,UNKNOWN   ,1
940,42858010210.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
941,42858010250.0,OXYCOD/APA,2
942,42858010250.0,OXYCODONE ,442
943,42858010250.0,OXYCODONE-,1459
944,42858010250.0,OXYCODONE/,27
945,42858010250.0,Oxycodone ,812
946,42858010250.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
947,42858010301.0,OXYCOD/APA,4
948,42858010301.0,OXYCODON-A,374
949,42858010301.0,OXYCODONE ,442
950,42858010301.0,OXYCODONE-,1194
951,42858010301.0,OXYCODONE/,35
952,42858010301.0,Oxycodone ,917
953,42858010301.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
954,42858010310.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
955,42858010350.0,OXYCODON-A,157
956,42858010350.0,OXYCODONE ,332
957,42858010350.0,OXYCODONE-,879
958,42858010350.0,OXYCODONE/,5
959,42858010350.0,Oxycodone ,497
960,42858010350.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
961,42858010401.0,OXYCOD/APA,5
962,42858010401.0,OXYCODONE ,467
963,42858010401.0,OXYCODONE-,1645
964,42858010401.0,OXYCODONE/,37
965,42858010401.0,Oxycodone ,933
966,42858010401.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
967,42858010410.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
968,42858010450.0,OXYCODONE ,400
969,42858010450.0,OXYCODONE-,1233
970,42858010450.0,OXYCODONE/,15
971,42858010450.0,Oxycodone ,581
972,42858010450.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
973,43386043001.0,OXYCODONE ,396
974,43386043001.0,Oxycodone ,144
975,43386043001.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
976,43386043101.0,OXYCODONE ,313
977,43386043101.0,Oxycodone ,129
978,43386043101.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
979,43386043201.0,OXYCODONE ,510
980,43386043201.0,Oxycodone ,185
981,43386043201.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
982,43386043301.0,OXYCODONE ,11
983,43386043301.0,Oxycodone ,9
984,43386043301.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
985,43386043401.0,OXYCODONE ,1
986,43386043401.0,Oxycodone ,5
987,43386043401.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
988,43386049001.0,OXYCODONE-,1
989,43386049101.0,OXYCODONE-,1
990,43386049101.0,OXYCODONE/,1
991,43386049201.0,OXYCODONE-,2
992,43386049201.0,OXYCODONE/,2
993,43386049301.0,OXYCODONE ,21
994,43386049301.0,OXYCODONE-,115
995,43386049301.0,Oxycodone ,96
996,43386049301.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
997,43386049305.0,OXYCODONE ,1
998,43386049305.0,OXYCODONE-,3
999,43386049305.0,Oxycodone ,4
1000,43386049305.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
1001,43386092060.0,OXYCODONE ,381
1002,43386092060.0,Oxycodone ,288
1003,43386092060.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
1004,43386095001.0,OXYCODONE ,7
1005,43598054601.0,OXYCODONE-,7
1006,43598054601.0,Oxycodone&,8
1007,43598054601.0,oxycodone and acetaminophen (U)|nan,1
1008,43598054605.0,OXYCODONE-,2
1009,43598054605.0,Oxycodone&,2
1010,43598054605.0,oxycodone and acetaminophen (U)|nan,1
1011,43598054701.0,OXYCODONE&,1
1012,43598054701.0,OXYCODONE-,28
1013,43598054701.0,Oxycodone&,18
1014,43598054701.0,oxycodone and acetaminophen (U)|nan,1
1015,43598054705.0,OXYCODONE&,1
1016,43598054705.0,OXYCODONE-,48
1017,43598054705.0,Oxycodone&,28
1018,43598054705.0,oxycodone and acetaminophen (U)|nan,1
1019,43602019031.0,OXYCODONE HYDROCHLORIDE|OXYCODONE HYDROCHLORIDE,1
1020,43602019050.0,OXYCODONE HYDROCHLORIDE|OXYCODONE HYDROCHLORIDE,1
1021,43602019831.0,OXYCODONE HYDROCHLORIDE|OXYCODONE HYDROCHLORIDE,1
1022,43602019850.0,OXYCODONE HYDROCHLORIDE|OXYCODONE HYDROCHLORIDE,1
1023,47781019601.0,** FROM CL,3
1024,47781019601.0,OXYCODONE ,436
1025,47781019601.0,OXYCODONE-,1383
1026,47781019601.0,OXYCODONE/,31
1027,47781019601.0,Oxycodone ,727
1028,47781019601.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
1029,47781019605.0,** FROM CL,3
1030,47781019605.0,OXYCODONE ,398
1031,47781019605.0,OXYCODONE-,1336
1032,47781019605.0,OXYCODONE/,31
1033,47781019605.0,Oxycodone ,683
1034,47781019605.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
1035,47781022901.0,OXYCOD/APA,28
1036,47781022901.0,OXYCODON-A,537
1037,47781022901.0,OXYCODONE ,406
1038,47781022901.0,OXYCODONE-,1260
1039,47781022901.0,OXYCODONE/,44
1040,47781022901.0,Oxycodone ,1041
1041,47781022901.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
1042,47781022905.0,OXYCOD/APA,35
1043,47781022905.0,OXYCODON-A,472
1044,47781022905.0,OXYCODONE ,385
1045,47781022905.0,OXYCODONE-,1158
1046,47781022905.0,OXYCODONE/,33
1047,47781022905.0,Oxycodone ,996
1048,47781022905.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
1049,47781022963.0,OXYCODON-A,27
1050,47781022963.0,OXYCODONE ,19
1051,47781022963.0,OXYCODONE-,109
1052,47781022963.0,OXYCODONE/,4
1053,47781022963.0,Oxycodone ,127
1054,47781023001.0,OXYCOD/APA,34
1055,47781023001.0,OXYCODONE ,580
1056,47781023001.0,OXYCODONE-,1798
1057,47781023001.0,OXYCODONE/,44
1058,47781023001.0,Oxycodone ,1116
1059,47781023001.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
1060,47781023005.0,OXYCOD/APA,34
1061,47781023005.0,OXYCODONE ,553
1062,47781023005.0,OXYCODONE-,1778
1063,47781023005.0,OXYCODONE/,44
1064,47781023005.0,Oxycodone ,1077
1065,47781023005.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
1066,47781023063.0,OXYCODONE ,310
1067,47781023063.0,OXYCODONE-,978
1068,47781023063.0,OXYCODONE/,17
1069,47781023063.0,Oxycodone ,496
1070,47781023063.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
1071,47781026301.0,OXYCODONE ,873
1072,47781026301.0,Oxycodone ,333
1073,47781026301.0,Oxycodone hydrochloride|Oxycodone hydrochloride,1
1074,47781026305.0,OXYCODONE ,1727
1075,47781026305.0,Oxycodone ,725
1076,47781026305.0,Oxycodone hydrochloride|Oxycodone hydrochloride,1
1077,47781026401.0,OXYCODONE ,1041
1078,47781026401.0,Oxycodone ,432
1079,47781026401.0,Oxycodone hydrochloride|Oxycodone hydrochloride,1
1080,47781026405.0,** FROM CL,1
1081,47781026405.0,OXYCODONE ,1503
1082,47781026405.0,Oxycodone ,670
1083,47781026405.0,Oxycodone hydrochloride|Oxycodone hydrochloride,1
1084,47781026501.0,OXYCODONE ,925
1085,47781026501.0,Oxycodone ,404
1086,47781026501.0,Oxycodone hydrochloride|Oxycodone hydrochloride,1
1087,47781026505.0,** FROM CL,1
1088,47781026505.0,OXYCODONE ,1268
1089,47781026505.0,Oxycodone ,626
1090,47781026505.0,Oxycodone hydrochloride|Oxycodone hydrochloride,1
1091,49884013601.0,OXYCODONE ,380
1092,49884013601.0,Oxycodone ,308
1093,49884013701.0,OXYCODONE ,383
1094,49884013701.0,Oxycodone ,305
1095,49884013801.0,OXYCODONE ,296
1096,49884013801.0,Oxycodone ,237
1097,49884019701.0,OXYCODONE ,223
1098,49884019701.0,Oxycodone ,179
1099,49999085214.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
1100,49999085230.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
1101,49999085260.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
1102,49999085290.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
1103,49999089915.0,Oxycodone Hydchloride|Oxycodone Hydchloride,1
1104,49999089921.0,Oxycodone Hydchloride|Oxycodone Hydchloride,1
1105,49999089930.0,Oxycodone Hydchloride|Oxycodone Hydchloride,1
1106,49999089960.0,Oxycodone Hydchloride|Oxycodone Hydchloride,1
1107,49999089990.0,Oxycodone Hydchloride|Oxycodone Hydchloride,1
1108,50268064411.0,OXYCODONE ,106
1109,50268064411.0,OXYCODONE-,74
1110,50268064415.0,OXYCODONE ,92
1111,50268064415.0,OXYCODONE-,64
1112,50268064415.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
1113,50268064511.0,OXYCODONE ,17
1114,50268064511.0,OXYCODONE-,20
1115,50268064511.0,OXYCODONE/,8
1116,50268064515.0,OXYCODONE ,15
1117,50268064515.0,OXYCODONE-,1
1118,50268064515.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
1119,50268064611.0,OXYCODONE ,46
1120,50268064611.0,OXYCODONE-,32
1121,50268064615.0,OXYCODONE ,50
1122,50268064615.0,OXYCODONE-,18
1123,50268064615.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
1124,50383096106.0,Oxycodone ,2
1125,50383096134.0,OXYCODONE ,593
1126,50383096134.0,Oxycodone ,189
1127,50383096430.0,OXYCODONE ,46
1128,50383096430.0,Oxycodone ,66
1129,50458052660.0,TYLOX     ,82
1130,50458052660.0,TYLOX 5-50,55
1131,50458052679.0,TYLOX     ,6
1132,50458052679.0,TYLOX 5-50,3
1133,50458052679.0,TYLOX HUD ,11
1134,51285061002.0,OXYCODONE ,13
1135,51285061002.0,OXYCODONE/,41
1136,51285061004.0,OXYCODONE ,18
1137,51285061004.0,OXYCODONE/,43
1138,51285064402.0,OXYCODONE ,246
1139,51285065802.0,OXYCODONE ,341
1140,51285065802.0,OXYCODONE/,521
1141,51285065804.0,OXYCODONE ,1
1142,51552068501.0,OXYCODONE ,19
1143,51552068502.0,OXYCODONE ,19
1144,51552068504.0,OXYCODONE ,28
1145,51552068506.0,OXYCODONE ,21
1146,52152004102.0,OXYCOD/APA,16
1147,52152004102.0,OXYCODONE ,684
1148,52152004102.0,OXYCODONE-,154
1149,52152004104.0,OXYCODONE ,1
1150,52152004104.0,OXYCODONE-,1
1151,52152007502.0,OXYCODONE ,5
1152,52152007502.0,OXYCODONE-,1
1153,52152007502.0,OXYCODONE/,1
1154,52152007504.0,OXYCODONE ,1
1155,52152007504.0,OXYCODONE-,1
1156,52152016502.0,OXYCODONE ,1910
1157,52152016511.0,OXYCODONE ,579
1158,52152018702.0,OXYCODONE ,1316
1159,52152021402.0,OXYCODONE ,2042
1160,52152021411.0,*OXYCODONE,6
1161,52152021411.0,OXYCODONE ,65
1162,52152021502.0,OXYCODONE ,2041
1163,52152021511.0,*OXYCODONE,8
1164,52152021511.0,OXYCODONE ,43
1165,52152040802.0,OXYCODONE ,222
1166,52152040802.0,Oxycodone ,107
1167,52152040902.0,OXYCODONE ,256
1168,52152040902.0,Oxycodone ,114
1169,52152041002.0,OXYCODONE ,279
1170,52152041002.0,Oxycodone ,126
1171,52152041102.0,OXYCODONE ,272
1172,52152041102.0,Oxycodone ,152
1173,52544073701.0,OXYCODONE ,222
1174,52544073701.0,OXYCODONE/,386
1175,52544073705.0,OXYCODONE ,222
1176,52544073705.0,OXYCODONE/,2
1177,52544074901.0,OXYCODONE ,239
1178,52544074901.0,OXYCODONE/,370
1179,52544074905.0,OXYCODONE ,202
1180,52544074905.0,OXYCODONE/,349
