"Proprietary Name","NDC Package Code","Strength","Dosage Form","Route","Application Number / Monograph ID","Labeler Name","Product NDC","Non Proprietary Name","Substance Name","Product Type Name","Start Marketing Date","End Marketing Date","Market Category","Package Description","Pharm Class","DEA","Sample Package","Listing Record Certified Through"
"Oxycodone and Acetaminophen","68071-5054-4","325mg/1, 5 mg/1","TABLET","ORAL","ANDA207419","NuCare Pharmaceuticals,Inc.","68071-5054","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","09/12/2019","N/A","ANDA","4 TABLET in 1 BOTTLE (68071-5054-4)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","68071-5054-6","325mg/1, 5 mg/1","TABLET","ORAL","ANDA207419","NuCare Pharmaceuticals,Inc.","68071-5054","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","09/12/2019","N/A","ANDA","6 TABLET in 1 BOTTLE (68071-5054-6)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","68071-5169-2","325mg/1, 5 mg/1","TABLET","ORAL","ANDA207419","NuCare Pharmaceuticals,Inc.","68071-5169","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","02/10/2020","N/A","ANDA","20 TABLET in 1 BOTTLE (68071-5169-2)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","68084-699-01","325mg/1, 7.5 mg/1","TABLET","ORAL","ANDA202677","American Health Packaging","68084-699","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","06/06/2014","N/A","ANDA","100 BLISTER PACK in 1 BOX, UNIT-DOSE (68084-699-01)  / 1 TABLET in 1 BLISTER PACK (68084-699-11)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","68084-710-01","325mg/1, 10 mg/1","TABLET","ORAL","ANDA202677","American Health Packaging","68084-710","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","06/04/2014","N/A","ANDA","100 BLISTER PACK in 1 BOX, UNIT-DOSE (68084-710-01)  / 1 TABLET in 1 BLISTER PACK (68084-710-11)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","70010-667-01","325mg/1, 2.5 mg/1","TABLET","ORAL","ANDA211708","Granules Pharmaceuticals Inc.","70010-667","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/01/2022","N/A","ANDA","100 TABLET in 1 BOTTLE (70010-667-01)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","70010-667-05","325mg/1, 2.5 mg/1","TABLET","ORAL","ANDA211708","Granules Pharmaceuticals Inc.","70010-667","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/01/2022","N/A","ANDA","500 TABLET in 1 BOTTLE (70010-667-05)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","70010-668-01","325mg/1, 5 mg/1","TABLET","ORAL","ANDA211708","Granules Pharmaceuticals Inc.","70010-668","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/01/2022","N/A","ANDA","100 TABLET in 1 BOTTLE (70010-668-01)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","70010-668-05","325mg/1, 5 mg/1","TABLET","ORAL","ANDA211708","Granules Pharmaceuticals Inc.","70010-668","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/01/2022","N/A","ANDA","500 TABLET in 1 BOTTLE (70010-668-05)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","70010-669-01","325mg/1, 7.5 mg/1","TABLET","ORAL","ANDA211708","Granules Pharmaceuticals Inc.","70010-669","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/01/2022","N/A","ANDA","100 TABLET in 1 BOTTLE (70010-669-01)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","70010-669-05","325mg/1, 7.5 mg/1","TABLET","ORAL","ANDA211708","Granules Pharmaceuticals Inc.","70010-669","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/01/2022","N/A","ANDA","500 TABLET in 1 BOTTLE (70010-669-05)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","70010-670-01","325mg/1, 10 mg/1","TABLET","ORAL","ANDA211708","Granules Pharmaceuticals Inc.","70010-670","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/01/2022","N/A","ANDA","100 TABLET in 1 BOTTLE (70010-670-01)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","70010-670-05","325mg/1, 10 mg/1","TABLET","ORAL","ANDA211708","Granules Pharmaceuticals Inc.","70010-670","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/01/2022","N/A","ANDA","500 TABLET in 1 BOTTLE (70010-670-05)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71205-329-10","325mg/1, 5 mg/1","TABLET","ORAL","ANDA207419","Proficient Rx LP","71205-329","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","12/23/2019","N/A","ANDA","10 TABLET in 1 BOTTLE (71205-329-10)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71205-329-28","325mg/1, 5 mg/1","TABLET","ORAL","ANDA207419","Proficient Rx LP","71205-329","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","08/29/2022","N/A","ANDA","28 TABLET in 1 BOTTLE (71205-329-28)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71205-329-30","325mg/1, 5 mg/1","TABLET","ORAL","ANDA207419","Proficient Rx LP","71205-329","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","09/01/2019","N/A","ANDA","30 TABLET in 1 BOTTLE (71205-329-30)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71205-329-60","325mg/1, 5 mg/1","TABLET","ORAL","ANDA207419","Proficient Rx LP","71205-329","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","09/01/2019","N/A","ANDA","60 TABLET in 1 BOTTLE (71205-329-60)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71205-329-90","325mg/1, 5 mg/1","TABLET","ORAL","ANDA207419","Proficient Rx LP","71205-329","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","09/01/2019","N/A","ANDA","90 TABLET in 1 BOTTLE (71205-329-90)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71205-347-12","325mg/1, 10 mg/1","TABLET","ORAL","ANDA207419","Proficient Rx LP","71205-347","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","11/01/2019","N/A","ANDA","12 TABLET in 1 BOTTLE (71205-347-12)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71205-347-15","325mg/1, 10 mg/1","TABLET","ORAL","ANDA207419","Proficient Rx LP","71205-347","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","11/01/2019","N/A","ANDA","15 TABLET in 1 BOTTLE (71205-347-15)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71205-347-20","325mg/1, 10 mg/1","TABLET","ORAL","ANDA207419","Proficient Rx LP","71205-347","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","11/01/2019","N/A","ANDA","20 TABLET in 1 BOTTLE (71205-347-20)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71205-347-30","325mg/1, 10 mg/1","TABLET","ORAL","ANDA207419","Proficient Rx LP","71205-347","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","11/01/2019","N/A","ANDA","30 TABLET in 1 BOTTLE (71205-347-30)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71205-347-60","325mg/1, 10 mg/1","TABLET","ORAL","ANDA207419","Proficient Rx LP","71205-347","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","11/01/2019","N/A","ANDA","60 TABLET in 1 BOTTLE (71205-347-60)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71205-347-90","325mg/1, 10 mg/1","TABLET","ORAL","ANDA207419","Proficient Rx LP","71205-347","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","11/01/2019","N/A","ANDA","90 TABLET in 1 BOTTLE (71205-347-90)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71205-486-30","325mg/1, 10 mg/1","TABLET","ORAL","ANDA207419","Proficient Rx LP","71205-486","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","10/14/2020","N/A","ANDA","30 TABLET in 1 BOTTLE (71205-486-30)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71205-486-60","325mg/1, 10 mg/1","TABLET","ORAL","ANDA207419","Proficient Rx LP","71205-486","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","10/14/2020","N/A","ANDA","60 TABLET in 1 BOTTLE (71205-486-60)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71205-486-90","325mg/1, 10 mg/1","TABLET","ORAL","ANDA207419","Proficient Rx LP","71205-486","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","10/14/2020","N/A","ANDA","90 TABLET in 1 BOTTLE (71205-486-90)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1036-1","325mg/1, 10 mg/1","TABLET","ORAL","ANDA201972","Bryant Ranch Prepack","71335-1036","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/07/2019","N/A","ANDA","30 TABLET in 1 BOTTLE (71335-1036-1)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1036-2","325mg/1, 10 mg/1","TABLET","ORAL","ANDA201972","Bryant Ranch Prepack","71335-1036","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","08/09/2024","N/A","ANDA","120 TABLET in 1 BOTTLE (71335-1036-2)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1036-3","325mg/1, 10 mg/1","TABLET","ORAL","ANDA201972","Bryant Ranch Prepack","71335-1036","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","12/24/2018","N/A","ANDA","90 TABLET in 1 BOTTLE (71335-1036-3)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1036-4","325mg/1, 10 mg/1","TABLET","ORAL","ANDA201972","Bryant Ranch Prepack","71335-1036","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","08/09/2024","N/A","ANDA","28 TABLET in 1 BOTTLE (71335-1036-4)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1036-5","325mg/1, 10 mg/1","TABLET","ORAL","ANDA201972","Bryant Ranch Prepack","71335-1036","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","12/24/2018","N/A","ANDA","60 TABLET in 1 BOTTLE (71335-1036-5)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1036-6","325mg/1, 10 mg/1","TABLET","ORAL","ANDA201972","Bryant Ranch Prepack","71335-1036","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","08/09/2024","N/A","ANDA","20 TABLET in 1 BOTTLE (71335-1036-6)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1036-7","325mg/1, 10 mg/1","TABLET","ORAL","ANDA201972","Bryant Ranch Prepack","71335-1036","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","08/09/2024","N/A","ANDA","45 TABLET in 1 BOTTLE (71335-1036-7)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1036-8","325mg/1, 10 mg/1","TABLET","ORAL","ANDA201972","Bryant Ranch Prepack","71335-1036","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","08/09/2024","N/A","ANDA","75 TABLET in 1 BOTTLE (71335-1036-8)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1036-9","325mg/1, 10 mg/1","TABLET","ORAL","ANDA201972","Bryant Ranch Prepack","71335-1036","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","08/09/2024","N/A","ANDA","100 TABLET in 1 BOTTLE (71335-1036-9)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1420-1","325mg/1, 10 mg/1","TABLET","ORAL","ANDA201278","Bryant Ranch Prepack","71335-1420","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","04/24/2020","N/A","ANDA","30 TABLET in 1 BOTTLE (71335-1420-1)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1420-2","325mg/1, 10 mg/1","TABLET","ORAL","ANDA201278","Bryant Ranch Prepack","71335-1420","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","03/05/2020","N/A","ANDA","120 TABLET in 1 BOTTLE (71335-1420-2)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1420-3","325mg/1, 10 mg/1","TABLET","ORAL","ANDA201278","Bryant Ranch Prepack","71335-1420","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","06/22/2020","N/A","ANDA","90 TABLET in 1 BOTTLE (71335-1420-3)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1420-4","325mg/1, 10 mg/1","TABLET","ORAL","ANDA201278","Bryant Ranch Prepack","71335-1420","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","04/03/2024","N/A","ANDA","28 TABLET in 1 BOTTLE (71335-1420-4)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1420-5","325mg/1, 10 mg/1","TABLET","ORAL","ANDA201278","Bryant Ranch Prepack","71335-1420","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/21/2020","N/A","ANDA","60 TABLET in 1 BOTTLE (71335-1420-5)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1420-6","325mg/1, 10 mg/1","TABLET","ORAL","ANDA201278","Bryant Ranch Prepack","71335-1420","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","04/03/2024","N/A","ANDA","20 TABLET in 1 BOTTLE (71335-1420-6)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1420-7","325mg/1, 10 mg/1","TABLET","ORAL","ANDA201278","Bryant Ranch Prepack","71335-1420","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","09/21/2020","N/A","ANDA","45 TABLET in 1 BOTTLE (71335-1420-7)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1420-8","325mg/1, 10 mg/1","TABLET","ORAL","ANDA201278","Bryant Ranch Prepack","71335-1420","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","04/03/2024","N/A","ANDA","75 TABLET in 1 BOTTLE (71335-1420-8)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1420-9","325mg/1, 10 mg/1","TABLET","ORAL","ANDA201278","Bryant Ranch Prepack","71335-1420","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","04/03/2024","N/A","ANDA","100 TABLET in 1 BOTTLE (71335-1420-9)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1472-0","325mg/1, 7.5 mg/1","TABLET","ORAL","ANDA201278","Bryant Ranch Prepack","71335-1472","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","04/03/2024","N/A","ANDA","84 TABLET in 1 BOTTLE (71335-1472-0)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1472-1","325mg/1, 7.5 mg/1","TABLET","ORAL","ANDA201278","Bryant Ranch Prepack","71335-1472","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","06/23/2020","N/A","ANDA","120 TABLET in 1 BOTTLE (71335-1472-1)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1472-2","325mg/1, 7.5 mg/1","TABLET","ORAL","ANDA201278","Bryant Ranch Prepack","71335-1472","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","03/31/2020","N/A","ANDA","90 TABLET in 1 BOTTLE (71335-1472-2)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1472-3","325mg/1, 7.5 mg/1","TABLET","ORAL","ANDA201278","Bryant Ranch Prepack","71335-1472","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","02/28/2020","N/A","ANDA","60 TABLET in 1 BOTTLE, PLASTIC (71335-1472-3)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1472-4","325mg/1, 7.5 mg/1","TABLET","ORAL","ANDA201278","Bryant Ranch Prepack","71335-1472","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","02/14/2020","N/A","ANDA","30 TABLET in 1 BOTTLE (71335-1472-4)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1472-5","325mg/1, 7.5 mg/1","TABLET","ORAL","ANDA201278","Bryant Ranch Prepack","71335-1472","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","04/03/2024","N/A","ANDA","100 TABLET in 1 BOTTLE (71335-1472-5)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1472-6","325mg/1, 7.5 mg/1","TABLET","ORAL","ANDA201278","Bryant Ranch Prepack","71335-1472","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","06/22/2020","N/A","ANDA","45 TABLET in 1 BOTTLE (71335-1472-6)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1472-7","325mg/1, 7.5 mg/1","TABLET","ORAL","ANDA201278","Bryant Ranch Prepack","71335-1472","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","04/03/2024","N/A","ANDA","28 TABLET in 1 BOTTLE (71335-1472-7)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1472-8","325mg/1, 7.5 mg/1","TABLET","ORAL","ANDA201278","Bryant Ranch Prepack","71335-1472","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","04/03/2024","N/A","ANDA","168 TABLET in 1 BOTTLE (71335-1472-8)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1472-9","325mg/1, 7.5 mg/1","TABLET","ORAL","ANDA201278","Bryant Ranch Prepack","71335-1472","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","04/03/2024","N/A","ANDA","20 TABLET in 1 BOTTLE (71335-1472-9)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1473-1","325mg/1, 5 mg/1","TABLET","ORAL","ANDA201278","Bryant Ranch Prepack","71335-1473","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","02/09/2022","N/A","ANDA","21 TABLET in 1 BOTTLE (71335-1473-1)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1492-0","325mg/1, 5 mg/1","TABLET","ORAL","ANDA201278","Bryant Ranch Prepack","71335-1492","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","04/03/2024","N/A","ANDA","25 TABLET in 1 BOTTLE (71335-1492-0)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1492-1","325mg/1, 5 mg/1","TABLET","ORAL","ANDA201278","Bryant Ranch Prepack","71335-1492","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","12/11/2020","N/A","ANDA","10 TABLET in 1 BOTTLE (71335-1492-1)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1492-2","325mg/1, 5 mg/1","TABLET","ORAL","ANDA201278","Bryant Ranch Prepack","71335-1492","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","09/21/2020","N/A","ANDA","120 TABLET in 1 BOTTLE (71335-1492-2)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1492-3","325mg/1, 5 mg/1","TABLET","ORAL","ANDA201278","Bryant Ranch Prepack","71335-1492","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","04/03/2024","N/A","ANDA","28 TABLET in 1 BOTTLE (71335-1492-3)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","71335-1492-4","325mg/1, 5 mg/1","TABLET","ORAL","ANDA201278","Bryant Ranch Prepack","71335-1492","Oxycodone and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","03/09/2020","N/A","ANDA","12 TABLET in 1 BOTTLE (71335-1492-4)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
